,job_title,company,location,salary
22,Data Scientist,Research Foundation of The City University of New...,New York,85000.0
23,Data Scientist,New York City DEPARTMENT OF TRANSPORTATION,New York,73873.5
127,Data Scientist,New York City DEPARTMENT OF INVESTIGATION,New York,60172.0
136,Special Assistant (working title: Research Data Officer 1 –...,,New York,64000.0
173,Senior Data Scientist,MetroPlus Health Plan,New York,107500.0
183,"Data Scientist, Office of Talent Research and Data (ORD)",New York City Department of Education .,New York,70370.0
185,Cyber Data Engineer,New York City DEPT OF INFO TECH & TELECOMM,New York,83250.0
299,"Senior Data Analyst M/WBE, Enterprise Data Services",,New York,72500.0
320,"Supervisory Survey Statistician (Regional Survey Manager), G...",US Department of Commerce,New York,88191.0
371,Senior Counsel for Telecommunications/Artificial Intelligenc...,New York City LAW DEPARTMENT,New York,132630.5
471,Data Scientist - Work with Analytics and Engineering,Jobspring,New York,275000.0
570,Power BI Developer / Lake Success / Long Island,Workbridge,New York,155000.0
571,Data Engineer - Working on Data Science Team,Jobspring,New York,275000.0
581,Senior Data Engineer / AI Software,Workbridge,New York,160000.0
626,"Data Science Instructor, Principal Data Scientist",Galvanize Inc,New York,125000.0
665,VP Data Science,CreditRiskMonitor,New York,175000.0
1111,Senior Datashare Data Engineer,New York City DEPT OF INFO TECH & TELECOMM,New York,139000.0
1120,Data Engineer / NYC,Workbridge,New York,175000.0
1133,Junior Data Engineer- Mission Driven,Jobspring,New York,97500.0
1136,Data Engineer / Python,Workbridge,New York,130000.0
1137,Senior Data Engineer,Workbridge,New York,150000.0
1139,Data Engineer,Jobspring,New York,165000.0
1144,Deputy Director of Analytics (Data Product & Research),New York City TAXI & LIMOUSINE COMMISSION,New York,67107.5
1150,Mid Level Data Engineer - Interest in Finance!,Jobspring,New York,140000.0
1156,Senior Java/Data Engineer,Jobspring,New York,157500.0
1157,Mid-Level Data Engineer at Travel Company,Jobspring,New York,132500.0
1160,Junior Data Engineer/Data Analyst working in Education,Jobspring,New York,95000.0
1162,Senior Data Engineer / Python / MySQL / Redshift,Workbridge,New York,145000.0
1166,Mid to Senior Level Data Engineer at Healthtech Startup,Jobspring,New York,155000.0
1167,Senior Data Engineer at Brooklyn Real Estate Startup,Jobspring,New York,132500.0
1177,Data Engineer,,New York,125000.0
1204,Senior Data Engineer,,New York,150000.0
1208,Big Data Engineer (Hadoop/Machine Learning/Cloudera/Databric...,,New York,125000.0
1209,Senior Data Engineer,,New York,155000.0
1346,"Data Analyst, PNA",New York City NYC HOUSING AUTHORITY,New York,89349.0
1361,Data Analyst,University at Buffalo,New York,62500.0
1410,"Epidemiologist/Data Analyst, Bureau of Immunization",,New York,85132.5
1414,"Researcher/Data Analyst, Mental Health",,New York,81167.0
1433,Data Analyst,,New York,78803.0
1443,Data Analyst (NCU),,New York,62946.5
1448,Tracking and Monitoring Data Analyst,New York City ADMIN FOR CHILDREN'S SVCS,New York,74092.5
1455,"Data Analyst, Shop Healthy NYC",New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,83652.0
1464,Program Data Analyst,New York City TAXI & LIMOUSINE COMMISSION,New York,58157.5
1467,"Data Analyst, DSF",New York City Department of Education .,New York,70370.0
1486,Compliance Data Analyst,New York City NYC HOUSING AUTHORITY,New York,85132.5
1491,"Senior Data Analyst, DSF",New York City Department of Education .,New York,92359.0
1501,"Data Analyst, Bureau of Tuberculosis Control",New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,67347.0
1536,"Data Analyst, Bureau of HIV",New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,67347.0
1544,"Data Analyst and Maven Backup System Administrator, Bureau o...",New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,67347.0
1545,"DATA ANALYST, BUSINESS OPERATIONS",New York City DEPARTMENT OF BUSINESS SERV.,New York,58762.0
1556,Data Analyst -Policy Analytics,New York City TAXI & LIMOUSINE COMMISSION,New York,50552.0
1568,Business and Data Analyst Manager,New York City ADMIN FOR CHILDREN'S SVCS,New York,79419.5
1580,Assistant Director of Data Analytics,New York City DEPT OF INFO TECH & TELECOMM,New York,107997.0
1599,"Data Analyst, Bureau of Equitable Health Systems",New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,81167.0
1631,Data Analyst - on Data Engineering Team,Jobspring,New York,160000.0
1634,COMPUTER SYSTEMS MANAGER,,New York,102507.0
1640,Computer Systems Manager,,New York,130000.0
1676,Data Analysis and Syndromic Surveillance Analyst,New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,84640.0
1691,Data Support Analyst,New York City TAXI & LIMOUSINE COMMISSION,New York,55146.0
1710,Data Analyst,,New York,65710.0
1736,Data Analyst,,New York,55000.0
1737,Data Systems Analyst,,New York,110000.0
1738,Data Analyst,,New York,79590.0
1740,Health Care Data Analyst,,New York,66007.0
1778,Junior Project Coordinator,,New York,55000.0
1818,Analyst | Transportation,New York City OFFICE OF MANAGEMENT & BUDGET,New York,58573.5
1834,Business Analyst,,New York,102507.0
1867,Data Analytics Associate/Information Designer,New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,58520.0
1874,Business Analyst II/Senior Business Analyst,Liberty Mutual Insurance,New York,97200.0
1882,Contract Analyst,New York City OFFICE OF THE COMPTROLLER,New York,55000.0
1894,Public Safety Business Analyst,New York City DEPT OF INFO TECH & TELECOMM,New York,112000.0
1916,Research Scientist (Descriptive Title: Marine Zoologist),SUNY ESF,New York,60000.0
1919,Assistant Research Scientist (G14) Clinical Genetics 14687OR...,,New York,55330.0
1925,Scientist (Water Ecology) II,New York City DEPT OF ENVIRONMENT PROTECTION,New York,63324.5
1934,Senior Research Scientist,University at Buffalo,New York,62500.0
2008,Post-Doctoral Fellow (one-year position),Research Foundation of The City University of New...,New York,47500.0
2035,"Deputy Chief, Industrial Pollution Prevention Unit",New York City DEPT OF ENVIRONMENT PROTECTION,New York,74406.5
2061,"Field Researcher, Bureau of Alcohol and Drug Use, Prevention...",New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,81167.0
2084,Health Physicist,US Department of Veterans Affairs,New York,74834.5
2107,Compliance Specialist,New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,73848.0
2115,"Policy Analyst, Center for Health Equity and Community Welln...",New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,82752.0
2118,Research Nurse Practitioner,University at Buffalo,New York,130000.0
2140,Graduate Training Program,,New York,60000.0
2145,Lead Data Scientist,,New York,150000.0
2159,Research Assistant,,New York,41464.0
2167,Research Development Analyst,IQPC,New York,45000.0
2169,Post-Doctoral Fellow (one-year position),,New York,47500.0
2660,Collections Strategist,New York City DEPARTMENT OF FINANCE,New York,135000.0
2664,Smart Cities Postdoctoral Associates (2020),New York University,New York,75000.0
2686,"Data Analyst, Bureau of Application Development and Database...",New York City DEPT OF HEALTH/MENTAL HYGIENE,New York,67347.0
2694,Analysis and Reporting Analyst,New York City NYC HOUSING AUTHORITY,New York,94889.0
3074,Data Operations Engineer,,New York,115000.0
3083,"Data Science Online Course Instructor (Part-Time, Contract)",,New York,150000.0
3145,Senior Scientific Programmer,University at Buffalo,New York,77500.0
3237,CAD and Records Manager,New York City DEPARTMENT OF TRANSPORTATION,New York,67759.0
4333,Data Scientist,,Los Angeles,90000.0
4407,Data Science/Tensorflow/Python/R/Hadoop,Jobspring,Los Angeles,165000.0
4421,Senior Data Scientist,Jobspring,Los Angeles,170000.0
4430,Senior Data Scientist,Just Auto Insurance,Los Angeles,160000.0
4433,Data Developer,Create Music Group,Los Angeles,65000.0
4564,Big Data Engineer,Jobspring,Los Angeles,170000.0
4566,Data Engineer/Los Angeles,Jobspring,Los Angeles,200000.0
4569,Data Engineer/Spark/Flume/AWS,Jobspring,Los Angeles,155000.0
4570,Senior Back End Data Engineer / 150K,Workbridge,Los Angeles,150000.0
4577,Data Engineer / Python / Elasticsearch,Jobspring,Los Angeles,162500.0
4584,Senior Data Engineer,Jobspring,Los Angeles,160000.0
4586,Lead Data Engineer,Jobspring,Los Angeles,180000.0
4588,Data Engineer/Python/SQL,Jobspring,Los Angeles,165000.0
4589,Data Engineer / ETL / AWS / SQL,Jobspring,Los Angeles,145000.0
4591,Senior Data Engineer/AWS/Python/Spark,Jobspring,Los Angeles,160000.0
4592,DBA Engineer / BI Developer,Jobspring,Los Angeles,120000.0
4593,Senior Data Engineer/Java/Scala/Hadoop,Jobspring,Los Angeles,170000.0
4595,Data Engineer for Financial Firm/Python/SQL/Azure,Jobspring,Los Angeles,170000.0
4596,Senior Data Engineer / ETL / Spark,Jobspring,Los Angeles,165000.0
4598,Senior Data Engineer / Python & Spark,Jobspring,Los Angeles,160000.0
4602,Data Engineer,,Los Angeles,110000.0
4656,PROGRAM ANALYST,US Department of Veterans Affairs,Los Angeles,97504.5
4664,Management Analyst,US Department of Veterans Affairs,Los Angeles,84059.5
4666,Data and Contracts Analyst,Center for Employment Opportunities,Los Angeles,49000.0
4709,Report Developer,Los Angeles Homeless Services Authority,Los Angeles,62860.0
4739,Sr. Data Analyst,Workbridge,Los Angeles,97500.0
4753,ERP / CRM Data Analyst,,Los Angeles,65000.0
4773,Data Analyst,,Los Angeles,22500.0
4780,Finance & Data Analyst,,Los Angeles,70000.0
4792,Growth Hacker,,Los Angeles,80000.0
4804,Full Charge Bookkeeper,,Los Angeles,50000.0
4823,Research Lab Specialist,USC,Los Angeles,81245.5
4840,"RESEARCH ANALYST III, BEHAVIORAL SCIENCES",Los Angeles County Department of Human Resources,Los Angeles,87597.5
4880,Research Development Analyst,,Los Angeles,55000.0
4929,Management Analyst I,,Los Angeles,68694.0
5266,Senior Data Engineer,Jobspring,Los Angeles,170000.0
5267,Lead Data Engineer,Jobspring,Los Angeles,170000.0
5268,Machine Learning Engineer,Jobspring,Los Angeles,180000.0
5269,DevOps Engineer,Workbridge,Los Angeles,125000.0
5270,Senior Back End Python Engineer for growing AI company,Workbridge,Los Angeles,120000.0
5272,Python Web Developer / AWS / Microservices,Jobspring,Los Angeles,130000.0
5339,IT Project Manager – Connected Car,,Los Angeles,120000.0
5472,Data Scientist Consultant / $130k,Jobspring,Chicago,130000.0
5479,Data Scientist,Workbridge,Chicago,115000.0
5541,Data Scientist,,Chicago,95000.0
5637,"AVP, Senior Data Engineer",Synchrony,Chicago,95000.0
5639,"AVP, Big Data Engineer",Synchrony,Chicago,95000.0
5640,"AVP, Big Data Engineer",Synchrony Bank,Chicago,95000.0
5663,"AVP, Technical Data Engineer Lead",Synchrony,Chicago,110000.0
5669,Data Engineer / Spark,Jobspring,Chicago,130000.0
5672,"VP, Technical Data Engineer Lead",Synchrony,Chicago,127500.0
5690,Big Data Engineer,Jobspring,Chicago,145000.0
5694,Senior Data Engineer / Fortune 100 Company / Spark and Datab...,Jobspring,Chicago,120000.0
5695,Senior Data Engineer / $110k,Jobspring,Chicago,100000.0
5697,Senior Data Engineer / Scala,Jobspring,Chicago,120000.0
5700,Mid/ Senior Level Data Engineer,Jobspring,Chicago,125000.0
5712,Lead Python Engineer / Data,Jobspring,Chicago,115000.0
5743,Data Architect (Senior Role),,Chicago,127500.0
5788,Management and Program Analyst,US Department of Housing and Urban Development,Chicago,77410.5
5916,Data Analyst (Master Data Management),,Chicago,90000.0
5922,Data Analyst,,Chicago,64000.0
5925,Marketing Data Analyst Consultant,,Chicago,105000.0
5928,Business Systems and Data Analyst,,Chicago,74500.0
5930,HVAC Analyst,,Chicago,42500.0
5933,Data Architect with Data Modeling,,Chicago,120000.0
5954,Data Manager,MAPSCorps,Chicago,60000.0
5960,UI Developer (JavaScript - Mandarin Speaking - Will Train),,Chicago,67500.0
6182,Business Intelligence Development Manager,National Insurance Crime Bureau,Chicago,117500.0
6267,Sr. BI Analyst,The Bradford Group & Hammacher Schlemmer,Chicago,120000.0
6301,Lead Technical Support Analyst – ETL/SQL,,Chicago,70000.0
6306,"Senior Business Analyst, Insurance – Min 5 yrs exp",,Chicago,82500.0
6310,Board Certified Behavior Analyst,Guiding Light Academy,Chicago,60250.0
6680,Research Technologist II,"Northwestern University, Feinberg School of Medici...",Chicago,39000.0
6866,Senior AI Data Science,Jobspring,Chicago,195000.0
6980,Senior BI Developer / Data Science / Naperville,Workbridge,Chicago,112500.0
7386,Data Engineer Apprentice | Associates Degree,Digital Creative Institute,Houston,35000.0
7441,"Data Analyst, Title V Grant",Lee College,Houston,45166.0
7462,Financial Database Analyst,,Houston,70000.0
7673,Data Science / Machine Learning Engineer,,Houston,105000.0
7695,Senior Quality Engineer – Test Data Management,,Houston,100000.0
7828,Project Manager,,Houston,111600.0
7829,Trion Technology Lead,,Houston,162000.0
7833,Global Specialist Cybersecurity - Awareness,,Houston,94860.0
7874,Statistician,US Department of Health And Human Services,Phoenix,84819.5
7880,Data Architect,Arizona State University,Phoenix,150000.0
7887,HRIS Data Analyst Senior,Maricopa Community Colleges,Phoenix,88847.0
7950,Data Engineer / Java,Jobspring,Phoenix,100000.0
7982,Business Data Analyst,"Maricopa County, AZ",Phoenix,63783.0
7984,Healthcare Data Analyst,State of Arizona,Phoenix,60000.0
7990,Management and Program Analyst,US Department of the Interior,Phoenix,58028.0
7991,Planning and Research Analyst,Maricopa Community Colleges,Phoenix,59960.0
7994,SENIOR BUSINESS ANALYST,State of Arizona,Phoenix,70720.0
7997,Business Data Analyst,CRS Temporary Housing,Phoenix,50000.0
8002,BUSINESS ANALYST,State of Arizona,Phoenix,77500.0
8009,Budget and Finance Analyst,"City of Glendale, AZ",Phoenix,78885.0
8031,Researcher Data Analyst Specialist VII (Job 2371),Arizona Supreme Court,Phoenix,64175.0
8033,Data Analyst,Education At Work,Phoenix,40000.0
8039,Jr. SQL Developer,,Phoenix,65000.0
8176,Data Content Specialist,,Phoenix,50000.0
8177,Copywriter and Social Media Strategist,,Phoenix,50000.0
8190,Partner Success Associate,WanderJaunt,Phoenix,45000.0
8247,Lead Data Scientist,Jobspring,Philadelphia,175000.0
8251,Data Scientist,Jobspring,Philadelphia,130000.0
8338,Data Engineer,Jobspring,Philadelphia,115000.0
8344,Data Engineer,Workbridge,Philadelphia,120000.0
8346,Junior-Mid Level Data Engineer,Jobspring,Philadelphia,97500.0
8348,Mid level Data Engineer,Jobspring,Philadelphia,107500.0
8349,Data Engineer/Spark/Flume/AWS/Data Pipelines,Workbridge,Philadelphia,140000.0
8351,Lead Data Engineer,Jobspring,Philadelphia,140000.0
8355,Senior Data Engineer,Jobspring,Philadelphia,125000.0
8358,Data Engineering,Workbridge,Philadelphia,112500.0
8359,Sr Machine Learning Engineer,Workbridge,Philadelphia,130000.0
8360,Senior Data Engineer/Architect,Jobspring,Philadelphia,135000.0
8365,Data Engineer,,Philadelphia,80000.0
8379,Data Software Engineer - Data Lake/Data Warehouse,"Computer Enterprises, Inc. (CEI)",Philadelphia,112500.0
8680,Data Science/Tensorflow/Python/R/Hadoop,Workbridge,Philadelphia,135000.0
8790,Senior Data Engineer,Jobspring,Philadelphia,120000.0
8791,Mid-Senior Data Scientist,Workbridge,Philadelphia,140000.0
8804,Data Scientist,Computer Enterprises,Philadelphia,80000.0
8814,Data Analyst,Computer Enterprises,Philadelphia,90000.0
8829,Python Developer – ELK/Machine Learning,Computer Enterprises,Philadelphia,92500.0
8945,CRM Data Analyst,University of Texas at San Antonio,San Antonio,42605.0
8960,Master Data Senior Analyst,City of San Antonio,San Antonio,65853.5
8985,BUDGET ANALYST,US Department of the Air Force,San Antonio,74130.5
9003,Computer Engineering/Computer Scientist/Electronic Engineer/...,US Department of the Air Force,San Antonio,102361.0
9127,Computer Vision/Deep Learning Software Engineer,,San Diego,70000.0
9189,Senior Data Engineer,Jobspring,San Diego,145000.0
9192,Python Data Engineer/Cloud Based SaaS,Jobspring,San Diego,155000.0
9194,Data Engineer/Data Analyst,,San Diego,70000.0
9196,Data Engineer,,San Diego,105000.0
9238,Senior Program Analyst,San Diego Housing Commission,San Diego,82586.5
9257,Data Analyst,Samahan Health Centers,San Diego,65000.0
9259,Entry Level Data Analyst (STEM),,San Diego,65000.0
9260,Entry- Level Data Analyst,,San Diego,65000.0
9262,Data Analyst Entry Level (STEM candidates eligible to apply),California Creative Solutions,San Diego,65000.0
9263,Entry Level Data Analyst,,San Diego,65000.0
9265,Entry level database developer,California Creative Solutions,San Diego,65000.0
9266,Jr. SQL Developer,,San Diego,65000.0
9267,Data Analyst and Microsoft BI Developer,,San Diego,65000.0
9303,Data Analyst,,San Diego,55000.0
9304,Data Analyst (STEM background),California Creative Solutions,San Diego,65000.0
9388,MANAGER,US Department of the Navy,San Diego,175904.0
9460,Project Engineer,UC San Diego,San Diego,85500.0
9517,Cyber Engineering,,San Diego,95000.0
9526,Software Developer,,San Diego,95000.0
9539,Senior Software Engineer,,San Diego,95000.0
9541,Sr. Project Manager,,San Diego,95000.0
9614,Decision Science Analyst,Cottonwood Financial,Dallas,75200.0
9787,Data Scientist,,Dallas,72500.0
9793,Data Scientist / Machine Learning Engineer / Software Engine...,,Dallas,72500.0
9798,Senior Data Analyst - Collibra/Mulesoft,,Dallas,105000.0
9888,"Computer Vision Engineer, Machine Learning",,Dallas,100000.0
9911,Data Cloud Developer,Cottonwood Financial,Dallas,72200.0
9936,Senior Data Cloud Developer,Cottonwood Financial,Dallas,95000.0
9951,Data Cloud Management and Governance Manager,Cottonwood Financial,Dallas,125000.0
10006,Data Analyst,"City of Dallas, TX",Dallas,97734.5
10057,Information Technology Business Analyst V,"City of Dallas, TX",Dallas,97734.5
10401,BI Developer III,Cottonwood Financial,Dallas,104600.0
10538,Microservices Development Engineer,Workbridge,Dallas,90000.0
10562,Executive Sales Assistant,,Dallas,50000.0
10583,Data Scientist,,San Jose,117500.0
11073,Junior Data Engineer/Python/C++/Menlo Park,Jobspring,San Jose,107500.0
11080,Senior Data Engineer / Google Cloud Analytics,Jobspring,San Jose,167500.0
11086,Big Data Engineer,,San Jose,75000.0
11109,Senior Data Engineer,,San Jose,147500.0
11146,Grievance and Appeals Data Analyst,Santa Clara Family Health Plan,San Jose,99766.5
11245,Analyst I/II- Department of Finance (Debt Management),City of San Jose,San Jose,69139.0
11298,Senior Marketing Data Anlayst,,San Jose,110000.0
11319,Sr. Data Analyst - Innovative Health Plan,Universal Healthcare,San Jose,108500.0
11571,Business Analyst,,San Jose,72500.0
11714,"Computer Scientist, GS-1550-13 (SRM-MP)",US Department of the Interior,San Jose,123773.0
11758,"Research Geophysicist, GS-1313-12 (SRM-DEU)",US Department of the Interior,San Jose,104090.5
11802,Director of Data Science,,San Jose,200000.0
11807,Mathematical Scientist,,San Jose,150000.0
11822,Postdoc position in Quantitative Evolutionary Genetics and E...,,San Jose,62700.0
